loop,DRate Gbps,Pattern,Channel,TXpre,TXpost,TXattn,vos0,vos1,vos2,vos3,vos4,vos5,vos06,vos07,dc,lf,hf,bw,gain,tap1,tap2,tap3,tap4,tap5,tap6,tap7,tap8,tap9,tapA,tapB,tapC,tapD,errors,BER@eh0V,eh@1e10,eh@1e12,eh@1e15,eh@1e17,eh_r2fit,BER@ew0mUI,ew@1e10,ew@1e12,ew@1e15,ew@1e17,ew_r2fit
656,16.0,prbs31,Macallan_BP,0,3,0,128,137,124,126,141,143,127,129,92,5,15,7,0,6,-7,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.1383121656762694e-19,80,59,32,15,0.9996644854545593,7.725558736325313e-33,409,359,292,251,0.9999535083770752
657,16.0,prbs31,Macallan_BP,0,3,0,126,135,127,129,145,147,127,129,92,3,15,7,2,4,-10,0,1,-2,0,-1,-1,-1,-1,-1,-1,-1,0,1.4527788796811592e-25,100,83,60,47,0.9991130232810974,1.8453002907139526e-38,436,391,330,294,0.9998689889907837
658,16.0,prbs31,Macallan_BP,0,3,1,128,137,124,126,141,143,127,129,87,5,15,7,0,6,-7,6,4,-4,0,0,-1,-1,-1,-1,-1,-1,0,1.732971444740089e-21,82,64,40,25,0.998077929019928,5.981285259840811e-29,362,311,241,199,0.9984578490257263
659,16.0,prbs31,Macallan_BP,0,3,1,128,138,123,124,139,141,127,129,86,6,15,7,0,7,-4,5,5,0,1,0,0,-1,-1,-1,-1,-1,0,7.928949083338796e-19,71,52,25,8,0.997755229473114,2.0647400520017844e-29,388,334,261,217,0.9999903440475464
660,16.0,prbs31,Macallan_BP,0,3,1,126,136,126,128,144,145,127,129,94,4,15,7,0,5,-11,5,3,-5,0,0,-1,-1,-1,-1,-1,-1,0,7.213346711408232e-23,89,71,48,33,0.9996684193611145,1.0653711527842506e-33,383,338,276,239,0.9999983310699463
661,16.0,prbs31,Macallan_BP,0,3,1,126,136,126,127,143,145,127,129,94,4,15,7,0,5,-11,5,3,-5,1,0,-1,-1,-1,-1,-1,-1,0,4.506881766986689e-21,83,64,39,23,0.9998718500137329,3.8616752254664935e-32,377,330,266,228,0.9998671412467957
662,16.0,prbs31,Macallan_BP,0,3,1,126,135,127,129,145,147,127,129,91,3,15,7,2,4,-10,2,2,-4,-1,-1,-1,-1,-1,0,-1,-1,0,1.7160439976875785e-25,96,80,58,45,0.999788761138916,2.2407875273627875e-34,400,353,291,253,0.999193012714386
663,16.0,prbs31,Macallan_BP,0,3,1,128,137,125,127,142,144,127,129,97,5,15,7,0,5,-7,-2,4,4,0,0,0,0,-1,0,-1,-1,0,5.224768894273618e-21,82,64,38,23,1.0,7.257685498246049e-34,428,378,310,269,0.9991881847381592
664,16.0,prbs31,Macallan_BP,0,3,1,126,135,127,129,145,146,127,129,90,3,15,7,2,4,-10,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,5.8899877461767426e-27,100,84,63,50,0.9985154271125793,1.404902290523329e-38,439,394,333,297,0.9999261498451233
665,16.0,prbs31,Macallan_BP,0,3,1,128,137,124,126,142,143,127,129,92,5,15,7,0,6,-7,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.5818403206297449e-21,84,65,41,26,0.9987930655479431,7.622565809765779e-33,407,357,290,249,0.9965065717697144
666,16.0,prbs31,Macallan_BP,0,3,1,126,136,126,128,144,145,127,129,88,4,15,7,0,4,-12,-3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,0,9.732183090524431e-23,88,70,47,32,0.9999852776527405,1.858318845959624e-39,445,401,340,304,0.9999533295631409
667,16.0,prbs31,Macallan_BP,0,3,2,129,138,123,125,139,141,127,129,86,6,15,7,0,7,-4,5,5,-1,1,0,-1,-1,-1,-1,-1,-1,0,2.2333239693670384e-19,71,52,27,12,0.9998711943626404,1.9211853041961894e-30,387,335,265,223,0.9998786449432373
668,16.0,prbs31,Macallan_BP,0,3,2,129,138,124,125,140,141,127,129,86,6,15,7,0,7,-4,5,4,0,0,0,-1,-1,-1,-1,-2,-1,0,2.1407697389651586e-18,69,49,21,5,0.9999697208404541,2.0152876396587013e-31,402,350,281,238,0.9983898997306824
669,16.0,prbs31,Macallan_BP,0,3,2,127,135,126,128,143,144,127,129,88,4,15,7,0,5,-12,-3,3,2,0,0,-1,-1,-2,-1,-1,-1,0,2.5645725422266004e-22,84,67,44,29,0.9999582767486572,6.027534601671985e-38,438,392,331,293,0.9998653531074524
670,16.0,prbs31,Macallan_BP,0,3,2,127,137,125,126,141,142,127,129,84,5,15,7,0,5,-7,-1,4,2,0,0,0,-1,-1,-2,-1,-1,0,1.5838314792308191e-19,73,54,29,13,0.9999579787254333,2.6561402478482114e-34,422,374,307,267,0.9998489022254944
671,16.0,prbs31,Macallan_BP,0,3,2,127,136,125,126,141,143,127,129,84,5,15,7,0,5,-8,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,9.263085857912388e-20,75,56,30,15,0.997920572757721,2.004429592219614e-36,436,389,325,286,0.9970955848693848
672,16.0,prbs31,Macallan_BP,0,3,2,128,138,124,125,140,141,127,129,88,6,15,7,0,6,-4,1,5,4,0,0,-1,-1,-1,-1,-1,-1,0,1.7027304935181984e-18,69,49,22,6,0.9998406767845154,6.560958403005472e-33,418,368,299,257,0.9999327659606934
673,16.0,prbs31,Macallan_BP,0,3,2,126,136,126,128,143,145,127,129,85,4,15,7,0,5,-11,1,2,-2,-1,-1,-1,-1,-1,-1,-1,-1,0,5.242529672152341e-23,86,69,46,33,0.9998593926429749,2.3323877456449705e-37,427,382,321,284,0.9996436238288879
674,16.0,prbs31,Macallan_BP,0,3,2,127,137,125,127,142,143,127,129,87,5,15,7,0,6,-7,6,4,-4,0,0,-1,-1,-1,-1,-1,-1,0,5.7633937160995626e-21,79,61,36,22,0.9999338388442993,8.810892855881553e-30,368,318,250,209,0.999156653881073
675,16.0,prbs31,Macallan_BP,0,3,2,127,137,125,127,141,143,127,129,85,5,15,7,0,5,-7,2,4,-1,0,0,0,-1,-1,-1,-1,-1,0,2.7936950335946415e-21,80,62,38,23,0.9992849230766296,4.654734989566667e-32,410,358,289,247,0.9999951124191284
676,16.0,prbs31,Macallan_BP,0,3,3,127,137,125,127,141,142,127,129,84,5,15,7,0,5,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,1.805949211394866e-21,78,61,38,24,0.9997242093086243,1.3774542891329865e-34,424,375,309,269,0.999626100063324
677,16.0,prbs31,Macallan_BP,0,3,3,126,135,128,130,145,146,127,129,86,3,15,7,1,3,-11,0,1,-2,-1,0,-1,-1,-1,-1,-1,-1,0,1.168259202368204e-23,87,71,49,35,0.9997334480285645,3.196809660519763e-36,425,379,316,278,0.9992474913597107
678,16.0,prbs31,Macallan_BP,0,3,3,126,136,127,128,143,144,127,129,85,4,15,7,0,4,-11,1,3,-2,0,0,0,-1,-1,-1,-1,-1,0,1.3575175137300347e-23,85,69,47,34,0.9994270205497742,1.0131177026184337e-36,425,379,317,280,0.9997900128364563
679,16.0,prbs31,Macallan_BP,0,3,3,128,137,125,127,141,142,127,129,84,5,15,7,0,6,-8,-1,3,2,0,0,-1,-1,-1,-1,-1,-1,0,2.443218413390719e-21,78,60,37,23,0.9998443126678467,1.422379490967278e-32,417,366,296,254,0.9981964826583862
680,16.0,prbs31,Macallan_BP,0,3,3,127,136,125,127,141,142,127,129,87,5,15,7,0,5,-7,6,4,-4,0,0,-1,-1,-1,-1,-1,-1,0,1.75596302275712e-20,75,57,33,18,0.9988046288490295,1.8099764334647928e-28,360,308,238,195,0.9978432059288025
681,16.0,prbs31,Macallan_BP,0,3,3,127,137,125,127,141,143,127,129,86,5,15,7,0,5,-7,3,4,-1,0,0,0,-1,-1,-1,-1,-1,0,1.509152991686071e-20,76,58,34,19,0.9998648762702942,1.0161681459163994e-34,417,370,305,266,0.9997639656066895
682,16.0,prbs31,Macallan_BP,0,3,3,129,138,123,125,139,140,127,129,86,6,15,7,0,7,-4,5,5,0,1,0,0,-1,-1,-1,-1,-1,0,4.172386824985982e-19,69,51,25,10,0.9948495030403137,4.1112313803611885e-28,371,317,243,198,0.998022735118866
683,16.0,prbs31,Macallan_BP,0,3,3,128,137,125,126,141,143,127,129,84,5,15,7,0,6,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,1.386609352624435e-20,75,57,33,19,0.9987385869026184,1.3608384812993686e-36,440,392,328,289,0.9999939203262329
684,16.0,prbs31,Macallan_BP,0,3,3,127,136,125,126,141,142,127,129,86,5,15,7,0,5,-7,3,4,-1,0,0,0,-1,-1,-1,-1,-1,0,1.9658232302122567e-20,75,57,33,18,0.9999997615814209,9.590502659630881e-32,404,353,284,242,0.9997250437736511
685,16.0,prbs31,Macallan_BP,0,3,4,127,137,126,127,141,142,127,129,82,5,15,7,0,5,-7,-1,4,2,0,0,0,-1,-2,-1,-1,-1,0,3.5997786469438906e-20,71,54,30,16,0.9998802542686462,7.848107565561065e-38,441,395,333,295,0.9999276399612427
686,16.0,prbs31,Macallan_BP,0,3,4,127,136,126,127,141,143,127,129,84,5,15,7,0,5,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,7.060628760611719e-21,74,57,34,20,0.999750554561615,5.135712081473722e-39,451,406,344,307,0.9998264312744141
687,16.0,prbs31,Macallan_BP,0,3,4,127,137,125,127,140,143,127,129,85,5,15,7,0,5,-7,3,4,-1,0,0,-2,-1,-1,0,-1,-1,0,1.2772744696994402e-20,73,56,32,18,0.999958872795105,6.593173083996938e-30,389,336,264,221,0.9998783469200134
688,16.0,prbs31,Macallan_BP,0,3,4,125,135,128,129,144,145,127,129,83,3,15,7,1,3,-11,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,0,7.6761189008481e-24,84,69,48,35,0.9992920160293579,9.999936464761066e-41,449,407,349,314,0.9999922513961792
689,16.0,prbs31,Macallan_BP,0,3,4,126,135,127,129,142,144,127,129,84,4,15,7,0,4,-11,-2,2,2,-1,0,-1,-1,-1,-1,-1,-1,0,3.485611349610316e-22,79,63,41,27,0.9996590614318848,7.218320945912071e-40,446,402,342,306,0.9995087385177612
690,16.0,prbs31,Macallan_BP,0,3,4,127,136,125,127,141,143,127,129,82,5,15,7,0,5,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,1.0691474119032996e-19,71,53,28,13,0.9996423125267029,9.039982239961155e-39,453,407,344,307,0.9995328187942505
691,16.0,prbs31,Macallan_BP,0,3,4,128,137,126,127,141,142,127,129,86,5,15,7,0,6,-7,3,4,-1,0,0,-1,-1,-2,-1,-1,-1,0,5.737659308910849e-21,75,58,35,21,0.9999963641166687,1.398497960490429e-32,405,355,288,247,0.9996710419654846
692,16.0,prbs31,Macallan_BP,0,3,4,125,135,128,129,143,145,127,129,85,3,15,7,1,3,-11,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,5.7481585011308825e-25,87,72,51,39,0.9996326565742493,9.343940772612274e-38,433,388,326,289,0.9999877214431763
693,16.0,prbs31,Macallan_BP,0,3,4,126,135,127,129,142,144,127,129,84,4,15,7,0,4,-11,-2,3,1,0,0,-1,-1,-1,-1,-1,-1,0,3.5098142992125417e-23,82,66,45,32,0.9999961256980896,1.3045659532530246e-37,439,393,331,293,0.9999454021453857
694,16.0,prbs31,Macallan_BP,0,3,5,126,135,127,129,142,143,127,129,82,4,15,7,0,4,-11,-3,3,2,0,0,-1,0,-1,-1,-1,-1,0,4.915347368098131e-22,76,60,38,25,0.9998480677604675,3.342742527963478e-39,442,398,338,301,0.9998074769973755
695,16.0,prbs31,Macallan_BP,0,3,5,126,135,127,129,142,144,127,129,84,4,15,7,0,4,-11,-2,3,1,0,0,-1,-1,-1,-1,-1,-1,0,9.274563111819337e-22,76,60,38,24,0.9999169111251831,2.880945306652546e-38,438,393,332,295,0.9998622536659241
696,16.0,prbs31,Macallan_BP,0,3,5,129,137,124,126,139,140,127,129,78,6,15,7,0,6,-4,4,4,0,0,0,-1,-1,-1,-1,-1,-1,0,1.8209304008862387e-19,66,48,25,11,0.9999250173568726,1.4615723935138323e-29,390,336,263,219,0.9996623992919922
697,16.0,prbs31,Macallan_BP,0,3,5,125,134,128,130,143,145,127,129,84,3,15,7,1,2,-11,-3,2,1,0,0,-1,-1,-1,-1,-1,-1,0,3.020908774506013e-24,82,67,47,35,0.9991647005081177,8.545462310632226e-39,436,392,332,296,0.9998013377189636
698,16.0,prbs31,Macallan_BP,0,3,5,126,135,127,129,142,144,127,129,84,4,15,7,0,4,-10,-2,2,2,0,0,0,-1,-1,-1,-1,-1,0,9.449386017211654e-22,76,60,38,24,0.9999983906745911,2.6734256041999994e-40,449,405,345,310,0.9999765157699585
699,16.0,prbs31,Macallan_BP,0,3,5,126,135,127,129,142,144,127,129,84,4,15,7,0,4,-10,-2,3,1,0,0,0,-1,-1,-1,-1,-1,0,1.0855975032059028e-22,78,63,41,29,0.9999945163726807,6.298288425717341e-37,436,389,326,288,0.9999851584434509
700,16.0,prbs31,Macallan_BP,0,3,5,126,135,127,129,142,143,127,129,82,4,15,7,0,4,-11,-3,4,2,-1,0,-1,-1,-1,0,-1,-1,0,1.1343837969921615e-22,77,62,41,28,0.9998756647109985,1.3951549402862638e-39,442,398,338,302,0.9999895691871643
701,16.0,prbs31,Macallan_BP,0,3,5,126,135,127,129,142,144,127,129,82,4,15,7,0,4,-11,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,4.5026247797110346e-23,78,63,42,30,0.9995755553245544,1.7707172647362057e-35,427,380,315,276,0.9999408721923828
702,16.0,prbs31,Macallan_BP,0,3,5,126,135,127,129,142,144,127,129,82,4,15,7,0,4,-11,-3,3,2,0,0,-1,-1,-1,-1,-1,-1,0,8.815641500535841e-23,78,62,41,29,0.9995139241218567,8.947048925627281e-40,446,402,342,306,0.9998936653137207
703,16.0,prbs31,Macallan_BP,1,3,0,129,138,123,125,140,141,127,129,86,6,15,7,0,7,-4,5,5,-1,1,0,0,-1,-1,-1,-1,-2,0,4.207100509358308e-19,75,55,27,11,0.999779462814331,8.919875297503325e-32,403,352,283,241,0.9999916553497314
704,16.0,prbs31,Macallan_BP,1,3,0,128,137,125,126,142,144,127,129,89,5,15,7,0,6,-7,2,4,0,0,0,-1,-1,-1,-1,-1,-1,0,2.9600533279134267e-21,86,67,41,25,0.9992353320121765,4.029323415034033e-37,438,392,329,290,0.9994999766349792
705,16.0,prbs31,Macallan_BP,1,3,0,127,137,124,126,142,143,127,129,85,5,15,7,0,6,-7,3,3,0,0,0,-1,-1,-1,-1,-1,-1,0,5.893458429897344e-22,87,68,44,29,0.9999170899391174,6.117179739943784e-37,434,387,324,286,0.9996031522750854
706,16.0,prbs31,Macallan_BP,1,3,0,127,135,126,128,144,146,127,129,84,4,15,7,0,4,-12,-3,2,1,-2,-1,-1,-1,-1,-1,-2,-1,0,6.63416197922798e-23,91,73,49,34,0.999990701675415,5.419777102931771e-40,456,411,350,313,0.9988154768943787
707,16.0,prbs31,Macallan_BP,1,3,0,127,137,124,126,142,144,127,129,88,5,15,7,0,6,-7,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,1.286187733305368e-22,89,71,47,32,0.9978346228599548,3.241121336852429e-39,457,411,349,311,0.9999935626983643
708,16.0,prbs31,Macallan_BP,1,3,0,126,136,126,128,145,146,127,129,90,4,15,7,0,4,-11,0,3,-1,0,0,-1,-1,-1,-1,-1,-1,0,7.388182534492467e-23,93,74,50,35,0.9999999403953552,9.999936464761066e-41,470,430,375,341,0.9990420341491699
709,16.0,prbs31,Macallan_BP,1,3,0,126,135,127,129,145,147,127,129,91,3,15,7,2,4,-10,2,2,-4,-1,-1,-1,-1,-1,-1,-1,-1,0,1.7121934281775023e-25,99,83,60,46,0.9999896883964539,1.3365373638095602e-34,405,358,295,257,0.9984817504882812
710,16.0,prbs31,Macallan_BP,1,3,0,128,137,124,126,142,143,127,129,90,5,15,7,0,6,-7,3,4,-1,0,0,-1,-1,-1,-1,-1,-2,0,2.6767647006436593e-20,82,63,36,19,0.9990879893302917,1.2365126490882708e-33,418,368,301,261,0.9996945858001709
711,16.0,prbs31,Macallan_BP,1,3,0,127,136,124,126,142,143,127,129,85,5,15,7,0,5,-7,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,4.2739655279201156e-20,81,61,34,18,0.999936580657959,6.773627876100204e-34,411,363,297,258,0.9999934434890747
712,16.0,prbs31,Macallan_BP,1,3,1,127,137,125,126,142,143,127,129,84,5,15,7,0,6,-7,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,5.965075988451802e-22,85,67,43,28,0.9999992847442627,2.158625223618348e-37,448,401,336,298,0.9999998211860657
713,16.0,prbs31,Macallan_BP,1,3,1,127,137,125,126,142,144,127,129,87,5,15,7,0,6,-7,6,4,-4,0,0,-1,-1,-1,-1,-1,-1,0,6.252040196284697e-21,82,63,38,22,0.9998378157615662,1.2255771665463585e-31,386,337,271,230,0.9999957084655762
714,16.0,prbs31,Macallan_BP,1,3,1,127,137,125,126,142,143,127,129,85,5,15,7,0,5,-7,3,4,-1,0,0,0,-1,-1,-1,-1,-1,0,1.9323718062563753e-21,83,65,40,25,0.9999248385429382,2.1845773522161484e-33,413,364,297,256,0.9998794198036194
715,16.0,prbs31,Macallan_BP,1,3,1,127,136,125,126,142,143,127,129,84,5,15,7,0,5,-7,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,2.2327666456459184e-23,88,71,48,35,0.9999350309371948,6.97786438285626e-38,447,401,338,300,0.9999254941940308
716,16.0,prbs31,Macallan_BP,1,3,1,129,138,124,125,140,142,127,129,85,6,15,7,0,7,-4,4,5,0,0,0,0,-1,-1,-1,-2,-1,0,1.7266601414443965e-19,75,56,29,13,0.9999170899391174,9.352581041076447e-33,412,361,293,252,0.9996566772460938
717,16.0,prbs31,Macallan_BP,1,3,1,127,137,125,126,143,143,127,129,86,5,15,7,0,6,-7,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,2.6095656104801457e-19,77,56,29,12,0.9953250288963318,8.424639145111258e-36,431,383,319,280,0.9998961091041565
718,16.0,prbs31,Macallan_BP,1,3,1,125,134,127,129,145,147,127,129,86,3,15,7,2,3,-10,0,1,-2,0,0,-1,-1,-1,-1,-1,-1,0,2.3997695720661872e-27,101,85,64,52,0.999978244304657,1.1500570528549198e-38,430,386,327,291,0.999905526638031
719,16.0,prbs31,Macallan_BP,1,3,1,127,137,125,126,142,143,127,129,86,5,15,7,0,5,-7,3,3,-1,0,0,0,-1,-1,-1,-1,-1,0,1.6990907800547153e-21,84,66,41,26,0.9999922513961792,1.399602813931896e-35,429,381,316,277,0.9999629259109497
720,16.0,prbs31,Macallan_BP,1,3,1,127,136,125,126,142,144,127,129,86,5,15,7,0,6,-7,3,4,-1,0,0,0,-1,-1,-1,-1,-1,0,1.290732936238706e-22,87,70,46,31,0.9998006820678711,2.788122176177737e-35,429,381,315,276,0.9998284578323364
721,16.0,prbs31,Macallan_BP,1,3,2,126,136,127,128,144,146,127,129,89,4,15,7,0,4,-11,1,3,-1,0,0,0,-1,-1,-1,-1,-1,0,1.592619897610434e-22,87,69,45,31,0.9996588230133057,1.249828915006557e-38,442,397,336,299,0.9998725056648254
722,16.0,prbs31,Macallan_BP,1,3,2,126,135,127,128,143,145,127,129,85,4,15,7,0,4,-11,1,3,-2,0,-1,-1,-1,-1,-1,-1,-1,0,5.411189965284764e-23,87,70,47,33,0.9999999403953552,7.035520726474542e-39,432,388,329,293,0.9997850656509399
723,16.0,prbs31,Macallan_BP,1,3,2,128,137,125,127,142,143,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,3.0017721496470858e-22,84,66,43,29,0.9999988079071045,1.8420971054375138e-36,446,398,332,293,0.999920129776001
724,16.0,prbs31,Macallan_BP,1,3,2,128,137,125,127,142,143,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,0,-1,-1,-1,-1,-1,0,7.374745278041024e-21,80,61,37,22,0.9997918009757996,6.297627692735345e-37,441,394,330,291,0.9999935030937195
725,16.0,prbs31,Macallan_BP,1,3,2,126,136,127,128,144,145,127,129,88,4,15,7,0,4,-11,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,2.8888630970360864e-23,88,71,48,34,0.9997040033340454,9.999936464761066e-41,467,424,367,332,0.9995270371437073
726,16.0,prbs31,Macallan_BP,1,3,2,127,137,125,127,141,143,127,129,84,5,15,7,0,5,-7,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,1.5743281775450506e-20,78,60,35,20,0.9991474151611328,3.794258901355555e-38,451,404,341,303,0.9983927011489868
727,16.0,prbs31,Macallan_BP,1,3,2,125,134,129,130,146,148,127,129,87,2,15,7,2,3,-11,1,1,-4,-1,0,-1,-1,-1,-1,-1,-1,0,3.5936566301117846e-27,99,84,63,50,0.9996408224105835,7.580339508011145e-40,423,381,325,290,0.9998792409896851
728,16.0,prbs31,Macallan_BP,1,3,2,127,137,125,127,142,143,127,129,84,5,15,7,0,5,-7,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,5.3556969599009395e-20,77,58,32,16,0.9999580383300781,6.651376496738231e-37,446,398,333,294,0.9998892545700073
729,16.0,prbs31,Macallan_BP,1,3,2,128,136,125,127,142,143,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,3.679441648585859e-22,84,66,43,29,0.9994236826896667,5.27803246483671e-39,455,409,347,309,0.9999419450759888
730,16.0,prbs31,Macallan_BP,1,3,3,127,136,125,127,141,143,127,129,80,5,15,7,0,5,-8,-5,3,6,0,0,-1,-1,-1,-1,-1,-1,0,1.9106612203694673e-21,77,60,37,23,0.9978558421134949,1.2275670284183976e-29,384,331,260,216,0.999716579914093
731,16.0,prbs31,Macallan_BP,1,3,3,126,135,127,128,143,145,127,129,84,4,15,7,0,4,-11,-2,3,1,-1,0,-1,-1,-1,-1,-1,-1,0,6.632394632427543e-24,87,71,49,36,0.99906325340271,2.498894457079118e-40,456,411,351,314,0.999962568283081
732,16.0,prbs31,Macallan_BP,1,3,3,128,136,126,127,142,143,127,129,84,5,15,7,0,5,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,5.416012024661603e-22,81,64,41,27,0.9966023564338684,1.9240142980234613e-34,429,379,312,272,0.9998962879180908
733,16.0,prbs31,Macallan_BP,1,3,3,129,137,124,126,139,141,127,129,84,6,15,7,0,6,-4,1,5,3,1,0,0,-1,-1,-1,-1,-1,0,2.6647997116154447e-18,66,47,20,4,0.9993019700050354,4.364136529327025e-32,416,364,294,251,0.9999847412109375
734,16.0,prbs31,Macallan_BP,1,3,3,126,135,127,129,143,145,127,129,84,4,15,7,0,4,-11,-2,3,1,0,0,-1,-1,-1,-1,-1,-1,0,9.454324677320374e-24,87,71,49,35,0.9990280270576477,9.999936464761066e-41,463,421,363,329,0.9998059868812561
735,16.0,prbs31,Macallan_BP,1,3,3,127,137,126,127,141,143,127,129,85,5,15,7,0,5,-7,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,4.1513278140741485e-22,81,64,41,27,0.9997842311859131,2.3528397997460898e-33,409,360,294,254,0.9964377880096436
736,16.0,prbs31,Macallan_BP,1,3,3,125,135,128,130,145,146,127,129,84,3,15,7,1,3,-11,-3,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,3.577403954138262e-25,90,75,54,41,0.9999894499778748,9.999936464761066e-41,466,426,371,337,0.9999211430549622
737,16.0,prbs31,Macallan_BP,1,3,3,127,136,126,127,141,143,127,129,84,5,15,7,0,5,-7,0,4,2,0,0,-1,0,-1,-1,-1,-1,0,6.443912742004057e-22,80,63,40,26,0.9986715316772461,4.0508547477147307e-38,450,403,340,302,0.999887228012085
738,16.0,prbs31,Macallan_BP,1,3,3,126,136,127,129,143,145,127,129,85,4,15,7,0,4,-11,1,2,-1,0,0,-1,-1,-1,-1,-1,-1,0,3.632647328908666e-24,88,72,51,37,0.9999976754188538,9.999936464761066e-41,448,405,347,312,0.9999920725822449
739,16.0,prbs31,Macallan_BP,1,3,4,126,135,127,129,143,145,127,129,82,4,15,7,0,3,-11,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,8.757515264113069e-24,84,68,47,34,0.999864399433136,1.5063885098119027e-40,454,410,350,314,0.9999998807907104
740,16.0,prbs31,Macallan_BP,1,3,4,125,135,127,129,142,144,127,129,80,4,15,7,0,3,-11,-6,3,5,-1,0,0,-1,-1,-1,-1,-1,0,3.6482624367412903e-23,81,65,44,31,0.9993076324462891,1.3732500710173496e-39,436,393,334,298,0.9996792674064636
741,16.0,prbs31,Macallan_BP,1,3,4,126,135,127,129,143,145,127,129,82,4,15,7,0,4,-11,-3,3,2,0,0,-1,-1,-1,-1,-1,-1,0,4.917669248579697e-23,82,66,44,31,0.9985629916191101,1.9475775143572303e-39,451,406,345,308,0.9999868869781494
742,16.0,prbs31,Macallan_BP,1,3,4,126,135,127,129,143,144,127,129,82,4,15,7,0,3,-11,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,8.307646373634085e-24,83,68,47,34,0.999704897403717,1.0399828105680432e-40,453,410,350,314,0.9999322295188904
743,16.0,prbs31,Macallan_BP,1,3,4,128,137,125,126,140,141,127,129,82,6,15,7,0,6,-4,0,5,3,0,1,0,0,-1,-1,-1,-1,0,1.5939322159764714e-19,69,51,27,12,0.9995226263999939,9.229253609495482e-34,430,380,311,269,0.9999692440032959
744,16.0,prbs31,Macallan_BP,1,3,4,127,137,125,128,141,143,127,129,84,5,15,7,0,5,-7,0,4,2,0,0,0,0,-1,-1,-1,-1,0,1.3453281714045755e-20,74,57,33,19,0.9998459815979004,1.0708648802558206e-35,439,390,324,284,0.9998323321342468
745,16.0,prbs31,Macallan_BP,1,3,4,125,134,128,129,144,146,127,129,84,3,15,7,1,3,-11,-3,2,1,0,0,0,0,-1,0,-1,0,0,1.4361690294335014e-23,84,68,47,34,0.9999783039093018,9.999936464761066e-41,450,407,349,314,0.9999983310699463
746,16.0,prbs31,Macallan_BP,1,3,4,126,135,127,129,143,144,127,129,82,4,15,7,0,3,-11,-3,3,2,0,0,0,-1,-1,-1,-1,-1,0,2.8027886849185664e-23,82,67,45,32,0.9997236132621765,9.999936464761066e-41,458,415,357,322,0.999334990978241
747,16.0,prbs31,Macallan_BP,1,3,4,126,135,127,129,143,145,127,129,85,4,15,7,0,3,-10,1,3,-1,0,0,-1,0,-1,0,-1,-1,0,1.8407992700344602e-24,86,71,50,37,0.9999810457229614,2.5695827550860686e-38,439,394,333,296,0.9999575018882751
748,16.0,prbs31,Macallan_BP,1,3,5,126,135,127,129,143,145,127,129,85,4,15,7,0,4,-10,1,3,-1,0,0,0,-1,-1,0,-1,-1,0,3.0494926482981346e-23,81,65,44,31,0.9999638199806213,1.6820033247192618e-40,442,399,341,305,0.9995572566986084
749,16.0,prbs31,Macallan_BP,1,3,5,126,135,128,129,143,144,127,129,84,4,15,7,0,3,-11,-2,3,2,0,0,0,-1,-1,-1,-1,-1,0,2.5748196442413488e-24,82,67,47,35,0.9999490976333618,5.837188024644766e-40,449,405,345,309,0.9994094967842102
750,16.0,prbs31,Macallan_BP,1,3,5,126,135,128,129,142,144,127,129,82,4,15,7,0,3,-11,-3,3,2,0,0,0,0,-1,-1,-1,-1,0,1.9846685937404252e-22,77,62,40,27,0.9999037981033325,2.7747020539190734e-40,450,407,347,311,0.9996321797370911
751,16.0,prbs31,Macallan_BP,1,3,5,127,136,126,128,141,143,127,129,84,5,15,7,0,5,-7,0,4,3,0,0,0,-1,0,-1,-1,-1,0,5.947700490565591e-21,73,56,34,20,0.9992221593856812,1.1134817144633103e-37,451,404,340,301,0.9999329447746277
