loop,DRate Gbps,Pattern,Channel,TXpre,TXpost,TXattn,vos0,vos1,vos2,vos3,vos4,vos5,vos06,vos07,dc,lf,hf,bw,gain,tap1,tap2,tap3,tap4,tap5,tap6,tap7,tap8,tap9,tapA,tapB,tapC,tapD,errors,BER@eh0V,eh@1e10,eh@1e12,eh@1e15,eh@1e17,eh_r2fit,BER@ew0mUI,ew@1e10,ew@1e12,ew@1e15,ew@1e17,ew_r2fit
752,16.0,prbs31,Macallan_BP,1,3,5,125,134,128,130,143,146,127,129,83,3,15,7,1,3,-10,0,2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1.4276162432237978e-22,80,64,42,29,0.9995455145835876,9.999936464761066e-41,451,409,351,316,0.9998903870582581
753,16.0,prbs31,Macallan_BP,1,3,5,126,135,127,129,142,145,127,129,85,4,15,7,0,3,-10,2,3,-1,0,0,0,-1,0,-1,0,-1,0,5.949008145146387e-22,78,61,39,26,0.9999758005142212,6.078702398187059e-38,429,384,324,287,0.9997551441192627
754,16.0,prbs31,Macallan_BP,1,3,5,127,136,126,128,141,143,127,129,82,5,15,7,0,5,-7,-1,4,3,0,0,0,-1,-1,-1,-1,-1,0,1.9893234680848137e-21,75,58,36,23,0.9995294213294983,9.840722972151733e-39,447,402,340,303,0.9997120499610901
755,16.0,prbs31,Macallan_BP,1,3,5,125,134,127,129,142,144,127,129,80,4,15,7,0,3,-11,-6,3,5,0,0,-1,0,-1,-1,-1,-1,0,5.824395204581526e-22,76,60,38,25,0.9997101426124573,1.5178776426742048e-35,411,365,303,265,0.9993543028831482
756,16.0,prbs31,Macallan_BP,1,3,5,126,135,128,129,142,144,127,129,82,4,15,7,0,4,-11,-3,3,2,-1,0,0,-1,-1,-1,-1,-1,0,3.6847557337563396e-23,79,64,43,30,0.9999816417694092,2.6320256404260588e-39,447,402,342,305,0.9999996423721313
757,16.0,prbs31,Macallan_BP,2,3,0,126,136,127,128,145,147,127,129,89,4,15,7,0,4,-12,0,3,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.1374577717096152e-23,96,78,54,39,0.9993530511856079,9.999936464761066e-41,481,441,386,353,0.9999769926071167
758,16.0,prbs31,Macallan_BP,2,3,0,127,137,125,127,143,145,127,129,94,5,15,7,0,5,-7,7,4,-4,0,0,0,-1,-1,-1,-1,-1,0,8.61220190631914e-24,93,76,52,38,0.9953634738922119,7.7200716969661714e-31,377,328,261,220,0.9996570944786072
759,16.0,prbs31,Macallan_BP,2,3,0,128,136,125,127,143,144,127,129,88,5,15,7,0,6,-8,-1,4,2,0,0,-1,0,-2,-1,-1,-1,0,6.868037897417693e-23,91,73,49,34,0.9996660351753235,9.999936464761066e-41,468,424,364,328,0.9997184872627258
760,16.0,prbs31,Macallan_BP,2,3,0,128,137,125,127,143,144,127,129,84,5,15,7,0,6,-7,-1,4,2,0,0,0,-1,-1,-1,-2,-1,0,3.8051003981724586e-22,88,70,45,30,0.9998663663864136,2.0463331942166304e-39,453,408,347,310,0.9996861219406128
761,16.0,prbs31,Macallan_BP,2,3,0,126,136,127,128,145,147,127,129,89,4,15,7,0,4,-11,0,3,-1,0,0,-1,-1,-1,-1,-1,-1,0,3.525121530455259e-26,101,85,63,49,0.9993832111358643,4.478784062243913e-37,439,392,329,290,0.9998940825462341
762,16.0,prbs31,Macallan_BP,2,3,0,126,136,127,128,145,147,127,129,88,4,15,7,0,4,-12,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,7.067856776319298e-25,98,81,58,44,0.9999964237213135,9.999936464761066e-41,469,427,370,335,0.9979463815689087
763,16.0,prbs31,Macallan_BP,2,3,0,126,135,128,130,146,148,127,129,92,3,15,7,2,3,-10,0,2,-2,0,-1,0,-1,-1,-1,-1,-1,0,3.27211851291984e-26,102,86,63,50,0.9994530081748962,9.999936464761066e-41,456,415,358,324,0.9997638463973999
764,16.0,prbs31,Macallan_BP,2,3,0,127,137,125,126,143,144,127,129,84,5,15,7,0,6,-8,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,8.07472621654901e-22,88,69,44,28,0.9997456669807434,6.819177286781712e-40,454,409,348,312,0.9999633431434631
765,16.0,prbs31,Macallan_BP,2,3,0,128,136,124,127,143,145,127,129,87,5,15,7,0,6,-7,6,4,-4,0,0,-1,-1,-1,-1,-1,-1,0,1.6516310897943903e-24,93,77,54,41,0.9994356036186218,1.9253416637047013e-31,390,340,272,231,0.9999887347221375
766,16.0,prbs31,Macallan_BP,2,3,1,127,137,125,127,143,144,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,1.2619080678245359e-21,85,67,42,27,0.9998716115951538,9.999936464761066e-41,467,422,361,324,0.9999680519104004
767,16.0,prbs31,Macallan_BP,2,3,1,127,137,125,127,143,144,127,130,84,5,15,7,0,6,-7,0,4,2,0,0,0,-1,-1,-1,-1,-1,0,2.3069188140666316e-22,88,70,45,31,0.9993786215782166,3.6087665433482656e-40,459,414,353,316,0.9999447464942932
768,16.0,prbs31,Macallan_BP,2,3,1,128,137,125,127,142,144,127,129,86,5,15,7,0,6,-7,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.3886090625290956e-23,91,74,51,37,0.9996117353439331,5.562919467217238e-37,440,393,329,291,0.9996780753135681
769,16.0,prbs31,Macallan_BP,2,3,1,127,137,125,127,142,144,127,129,85,5,15,7,0,6,-7,3,4,0,0,0,0,-1,-1,-1,-1,-1,0,8.011222505431558e-21,83,64,38,22,0.997861921787262,1.614088059202347e-37,439,393,330,293,0.9998180270195007
770,16.0,prbs31,Macallan_BP,2,3,1,126,136,126,128,144,146,127,129,85,4,15,7,0,4,-11,1,3,-2,0,0,-1,-1,-1,-1,-1,-1,0,1.8476963690627614e-23,92,75,51,37,0.9973722696304321,1.263755321360771e-40,451,408,348,312,0.9999977946281433
771,16.0,prbs31,Macallan_BP,2,3,1,127,137,125,127,142,144,127,129,86,5,15,7,0,5,-7,3,4,-1,1,0,0,-1,-1,-1,-1,-1,0,1.5342536895843082e-21,85,66,41,26,0.999784529209137,6.053935114018949e-37,432,386,324,286,0.9999551177024841
772,16.0,prbs31,Macallan_BP,2,3,1,127,137,125,127,142,144,127,129,87,5,15,7,0,6,-7,6,4,-4,0,0,-1,-1,-1,-1,-1,-1,0,2.175412332453969e-23,90,73,49,35,0.9997226595878601,5.510381602913776e-31,381,331,264,223,0.9915620684623718
773,16.0,prbs31,Macallan_BP,2,3,1,126,135,127,128,144,146,127,129,86,4,15,7,0,4,-11,1,3,-2,0,0,-1,-1,-1,-1,-1,-1,0,2.519788680057624e-25,96,79,57,44,0.9997588992118835,9.999936464761066e-41,450,408,349,314,0.9995582699775696
774,16.0,prbs31,Macallan_BP,2,3,1,126,135,126,129,145,146,127,129,86,4,15,7,0,4,-11,1,2,-2,0,0,-1,-1,-1,-1,-1,-1,0,1.1721034363260642e-24,95,79,56,42,0.9999233484268188,9.999936464761066e-41,456,413,355,320,0.999954879283905
775,16.0,prbs31,Macallan_BP,2,3,2,125,135,128,130,145,147,127,129,84,3,15,7,1,3,-11,-3,2,1,-1,0,-1,-1,-1,-1,-1,-1,0,5.979605190572145e-27,98,82,62,49,0.9999701380729675,9.999936464761066e-41,472,431,376,342,0.9994704127311707
776,16.0,prbs31,Macallan_BP,2,3,2,128,136,125,127,142,145,127,129,86,5,15,7,0,5,-7,3,4,-1,0,0,0,-1,-1,-1,-1,-1,0,2.5996227026054772e-23,88,71,48,34,0.9984446167945862,6.975781008193513e-38,440,395,332,295,0.9999908804893494
777,16.0,prbs31,Macallan_BP,2,3,2,127,136,126,127,142,144,127,129,84,5,15,7,0,5,-7,0,4,2,0,0,0,-1,-1,-1,-1,-1,0,6.876157312765527e-23,87,70,46,32,0.9996464252471924,9.999936464761066e-41,464,420,359,323,0.9999957084655762
778,16.0,prbs31,Macallan_BP,2,3,2,125,135,127,128,143,145,127,129,82,4,15,7,0,4,-11,-3,3,2,0,0,-1,-1,-1,0,-1,-1,0,2.244595759384455e-22,86,68,44,30,0.9999909400939941,9.999936464761066e-41,461,419,362,328,0.9999942779541016
779,16.0,prbs31,Macallan_BP,2,3,2,126,136,127,128,144,146,127,129,85,4,15,7,0,4,-11,1,2,-1,0,-1,0,-1,-1,-1,-1,-1,0,6.17840769302339e-26,96,80,59,46,0.9998944401741028,8.104176740897292e-40,449,405,345,308,0.9986962080001831
780,16.0,prbs31,Macallan_BP,2,3,2,127,137,125,127,142,144,127,129,84,5,15,7,0,5,-7,0,3,2,0,0,0,-1,-1,-1,-1,-1,0,1.23714060578734e-21,83,65,41,26,0.9999478459358215,4.6551893180882754e-40,462,417,355,318,0.999976396560669
781,16.0,prbs31,Macallan_BP,2,3,2,127,136,125,127,142,144,127,129,84,5,15,7,0,5,-7,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,2.893143436345365e-21,83,64,39,24,0.998862624168396,5.250409332822053e-38,449,402,339,301,0.9997943043708801
782,16.0,prbs31,Macallan_BP,2,3,2,127,136,125,127,142,144,127,129,84,5,15,7,0,5,-7,0,4,2,0,0,0,0,-1,0,-1,-1,0,7.487590230809458e-23,87,70,46,32,0.9999526739120483,5.1443904851134646e-40,456,412,351,314,0.9999998211860657
783,16.0,prbs31,Macallan_BP,2,3,2,128,138,124,126,141,143,127,129,82,6,15,7,0,6,-4,0,5,3,0,0,-1,-1,-1,-1,-1,-1,0,3.148762907230457e-19,73,54,27,11,0.999945878982544,1.136682751811417e-32,430,377,306,263,0.9998226761817932
784,16.0,prbs31,Macallan_BP,2,3,3,126,135,127,129,144,145,127,129,84,4,15,7,0,4,-10,-2,3,1,0,0,-1,-1,-1,-1,0,-1,0,1.0060189501598015e-24,89,74,52,40,0.9999963641166687,9.999936464761066e-41,475,434,378,345,0.9999123811721802
785,16.0,prbs31,Macallan_BP,2,3,3,126,135,127,129,144,146,127,129,83,4,15,7,0,4,-11,0,3,-1,0,-1,0,-1,-1,0,-1,-1,0,3.786396358743985e-25,91,75,54,41,0.9994799494743347,9.999936464761066e-41,462,421,365,331,0.9999533891677856
786,16.0,prbs31,Macallan_BP,2,3,3,126,135,127,129,144,145,127,129,82,4,15,7,0,4,-10,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,4.7788096498948494e-26,92,77,57,44,0.9972025156021118,9.999936464761066e-41,470,427,369,334,0.9995484948158264
787,16.0,prbs31,Macallan_BP,2,3,3,126,135,127,129,144,145,127,129,84,4,15,7,0,4,-11,-2,3,1,0,-1,0,-1,-1,-1,-1,-1,0,3.991546940358724e-26,93,78,57,45,0.9996950626373291,9.999936464761066e-41,468,425,368,333,0.9996076226234436
788,16.0,prbs31,Macallan_BP,2,3,3,125,134,128,129,145,147,127,129,85,3,15,7,1,3,-10,0,2,-1,0,0,0,-1,-1,-1,-1,-1,0,1.294717055147309e-24,91,75,53,40,0.9993280172348022,9.999936464761066e-41,474,434,379,346,0.9997203946113586
789,16.0,prbs31,Macallan_BP,2,3,3,126,135,127,129,143,145,127,129,82,4,15,7,0,4,-10,-3,3,2,0,0,-1,-1,-1,-1,-1,-1,0,1.985277123454618e-24,89,73,51,38,0.9999860525131226,9.999936464761066e-41,475,433,377,342,0.9998096227645874
790,16.0,prbs31,Macallan_BP,2,3,3,126,135,127,129,144,146,127,129,84,4,15,7,0,3,-11,-2,2,1,0,0,0,-1,-1,-1,-1,-1,0,1.3735347385352237e-24,90,74,52,39,0.999973475933075,9.999936464761066e-41,481,439,383,349,0.9999441504478455
791,16.0,prbs31,Macallan_BP,2,3,3,127,137,126,127,142,144,127,129,84,5,15,7,0,5,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,4.009988971125097e-23,85,68,46,32,0.9998907446861267,7.911327784524222e-40,460,414,353,315,0.9994137287139893
792,16.0,prbs31,Macallan_BP,2,3,3,126,135,126,129,144,146,127,129,84,4,15,7,0,4,-11,-2,3,1,0,0,0,-1,-1,0,-1,-1,0,4.253716171025406e-25,90,75,54,41,0.9996694326400757,9.999936464761066e-41,467,425,367,332,0.9968961477279663
793,16.0,prbs31,Macallan_BP,2,3,4,125,134,127,129,142,144,127,129,80,4,15,7,0,3,-10,-6,3,5,-1,0,0,-1,0,-1,0,-1,0,2.9866922601642425e-25,86,71,51,39,0.999951958656311,8.829358242334595e-36,422,375,312,274,0.998198390007019
794,16.0,prbs31,Macallan_BP,2,3,4,126,135,127,129,143,145,127,129,82,4,15,7,0,3,-10,-3,3,2,-1,0,-1,-1,-1,0,-1,-1,0,1.0940269181733445e-23,84,69,47,34,0.9999467134475708,9.999936464761066e-41,460,416,356,319,0.9999715685844421
795,16.0,prbs31,Macallan_BP,2,3,4,127,136,126,128,142,143,127,129,82,5,15,7,0,5,-7,-1,4,3,0,0,0,-1,-1,0,-1,-1,0,1.6421590261812646e-22,81,65,42,29,0.9999514818191528,1.4657608739695963e-38,456,410,347,308,0.999948263168335
796,16.0,prbs31,Macallan_BP,2,3,4,126,135,128,129,143,145,127,129,84,4,15,7,0,4,-10,-2,3,2,0,0,-1,0,-1,-1,-1,-1,0,2.991125446688087e-23,84,68,46,33,0.9998254776000977,9.999936464761066e-41,464,420,359,323,0.9999948143959045
797,16.0,prbs31,Macallan_BP,2,3,4,127,136,126,127,142,143,127,129,80,5,15,7,0,5,-7,-5,4,6,0,0,0,-1,-1,-1,-1,-1,0,1.1264266122818809e-21,77,60,38,24,0.9994369149208069,2.804933426164331e-35,420,373,309,270,0.9999718070030212
798,16.0,prbs31,Macallan_BP,2,3,4,126,135,127,128,143,145,127,129,84,4,15,7,0,4,-10,-2,3,2,0,0,0,-1,-1,-1,-1,-1,0,3.8601723786381125e-24,86,70,49,36,0.9998672604560852,9.999936464761066e-41,464,421,363,327,0.9995009303092957
799,16.0,prbs31,Macallan_BP,2,3,4,126,135,127,129,143,145,127,129,80,4,15,7,0,4,-11,-6,3,5,-1,0,0,0,-1,-1,-1,-1,0,6.567888935987619e-24,83,68,47,34,0.9968918561935425,6.335394432862995e-38,431,386,326,289,0.999917209148407
800,16.0,prbs31,Macallan_BP,2,3,4,126,135,127,129,143,145,127,129,82,4,15,7,0,4,-11,-3,3,2,0,0,0,-1,-1,-1,-1,-1,0,2.5881758333435383e-25,88,73,53,40,0.9998868703842163,9.999936464761066e-41,478,436,380,346,0.9999662637710571
801,16.0,prbs31,Macallan_BP,2,3,4,126,136,126,127,141,143,127,129,80,5,15,7,0,5,-7,-5,4,6,0,0,0,-1,-1,0,-1,-1,0,3.1549723208265033e-20,71,54,31,16,0.9995189309120178,1.7863560194637242e-34,416,368,303,264,0.9998047351837158
802,16.0,prbs31,Macallan_BP,2,3,5,125,134,129,130,144,146,127,129,76,3,15,7,1,2,-10,-3,1,1,0,0,-1,0,-1,-1,-1,-1,0,9.065261203371714e-25,84,70,50,37,0.9999822378158569,9.999936464761066e-41,475,434,379,346,0.999912440776825
803,16.0,prbs31,Macallan_BP,2,3,5,125,135,127,129,143,145,127,129,80,4,15,7,0,3,-10,-6,3,5,0,0,0,0,-1,0,-1,-1,0,1.0383893120585183e-23,80,65,45,33,0.9997282028198242,2.482717336941936e-38,431,387,326,290,0.9999303817749023
804,16.0,prbs31,Macallan_BP,2,3,5,125,134,129,130,144,146,127,129,82,3,15,7,1,2,-10,-3,2,1,-1,-1,0,-1,-1,0,0,0,0,1.9500332524330382e-24,84,69,49,36,0.9998812675476074,9.999936464761066e-41,477,437,383,350,0.9991783499717712
805,16.0,prbs31,Macallan_BP,2,3,5,127,136,126,128,141,143,127,129,76,5,15,7,0,5,-7,-1,3,2,0,0,0,-1,-1,-1,-1,-1,0,8.680929415428687e-22,76,60,38,24,0.999997079372406,8.115243553617032e-39,450,405,343,305,0.9999926090240479
806,16.0,prbs31,Macallan_BP,2,3,5,124,133,129,131,144,147,127,129,80,2,15,7,1,2,-12,-7,1,4,-1,0,-1,0,-1,0,-1,0,0,5.246811036032182e-25,85,70,50,38,0.9999908208847046,5.6566900830666085e-39,424,381,323,288,0.9997449517250061
807,16.0,prbs31,Macallan_BP,2,3,5,126,135,127,130,143,145,127,129,82,4,15,7,0,4,-10,-2,3,2,0,0,0,0,-1,0,-1,-1,0,2.196968249655658e-23,82,66,45,32,0.9997909665107727,9.999936464761066e-41,483,442,387,353,0.9999980330467224
808,16.0,prbs31,Macallan_BP,2,3,5,126,135,127,130,143,145,127,129,78,4,15,7,0,3,-10,1,2,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.6081989413646026e-24,84,69,49,37,0.9995986223220825,3.1575789185025186e-38,446,400,337,300,0.9999998211860657
809,16.0,prbs31,Macallan_BP,2,3,5,125,134,128,130,143,146,127,129,80,3,15,7,1,3,-10,-6,2,4,0,0,0,-1,0,0,-1,-1,0,2.9752932308668896e-23,80,65,44,31,0.999453067779541,5.903380113580306e-39,429,385,327,291,0.9999788403511047
810,16.0,prbs31,Macallan_BP,2,3,5,125,134,129,130,144,146,127,129,82,3,15,7,1,3,-10,-3,2,1,0,0,0,-1,0,0,0,0,0,5.307240369481096e-25,85,71,51,39,0.9999995827674866,9.999936464761066e-41,474,433,377,343,0.9998974204063416
811,16.0,prbs31,Macallan_BP,3,3,0,128,136,125,126,143,145,127,129,84,5,15,7,0,6,-7,0,3,2,0,0,-1,-1,-1,-1,-1,-1,0,6.393807646533955e-22,89,70,45,29,0.9999924302101135,9.999936464761066e-41,477,434,375,340,0.9997523427009583
812,16.0,prbs31,Macallan_BP,3,3,0,127,137,125,127,144,145,127,129,86,5,15,7,0,5,-7,3,4,-1,0,0,-1,-1,-1,-1,-1,-1,0,1.7368455952588342e-22,92,73,48,33,0.9999048113822937,9.999936464761066e-41,461,418,359,324,0.9998779296875
813,16.0,prbs31,Macallan_BP,3,3,0,127,137,126,127,143,145,127,129,84,5,15,7,0,5,-8,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,2.3932212773878e-22,90,72,47,32,0.9981724619865417,7.956571549470099e-40,461,416,354,316,0.9999973177909851
814,16.0,prbs31,Macallan_BP,3,3,0,128,136,125,126,143,145,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,-1,-1,-1,-1,-1,-1,0,1.2990870240173905e-22,91,73,48,33,0.9978066086769104,9.999936464761066e-41,474,430,371,335,0.9999784231185913
815,16.0,prbs31,Macallan_BP,3,3,0,128,137,125,126,143,145,127,129,83,5,15,7,0,6,-7,2,4,0,0,0,-1,-1,-1,-1,-1,-1,0,1.5987591545667788e-22,91,73,48,33,0.9999937415122986,9.999936464761066e-41,474,430,371,336,0.9999726414680481
816,16.0,prbs31,Macallan_BP,3,3,0,127,136,125,127,143,145,127,129,84,5,15,7,0,5,-7,-1,4,2,0,0,-1,-1,-1,-1,-1,-1,0,1.2681416303095281e-24,96,79,56,42,0.9999629259109497,9.999936464761066e-41,480,439,382,348,0.9998012781143188
817,16.0,prbs31,Macallan_BP,3,3,0,128,138,124,125,141,143,127,129,82,6,15,7,0,7,-4,1,5,3,0,0,0,-1,-1,-1,-1,-1,0,9.438493227305698e-22,86,67,42,27,0.9999441504478455,1.5187711162149368e-34,440,390,321,280,0.9997139573097229
818,16.0,prbs31,Macallan_BP,3,3,0,126,136,126,128,145,147,127,129,85,4,15,7,0,5,-11,1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,3.8723370822700164e-24,98,80,56,41,0.999997079372406,9.999936464761066e-41,472,431,376,342,0.9999297857284546
819,16.0,prbs31,Macallan_BP,3,3,0,127,137,125,126,143,145,127,129,84,5,15,7,0,6,-7,0,4,2,0,0,0,-1,-1,-1,-1,-1,0,8.688097345288763e-22,89,70,44,29,0.9999327063560486,9.999936464761066e-41,483,441,383,348,1.0
820,16.0,prbs31,Macallan_BP,3,3,1,126,135,127,128,145,147,127,129,84,4,15,7,0,4,-11,-2,3,1,0,0,-1,-1,-1,-1,-1,-1,0,5.483128428197879e-27,101,85,64,51,0.9989755749702454,9.999936464761066e-41,481,440,385,352,0.9999773502349854
821,16.0,prbs31,Macallan_BP,3,3,1,126,135,127,128,145,147,127,129,85,4,15,7,0,4,-11,1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,3.8328868628852963e-29,104,90,70,58,0.9999445080757141,9.999936464761066e-41,470,430,375,343,0.9999987483024597
822,16.0,prbs31,Macallan_BP,3,3,1,126,135,127,129,145,146,127,129,84,4,15,7,0,4,-11,-2,2,2,-1,0,-1,-1,-1,-1,-1,-1,0,1.4313557571147687e-26,100,84,62,49,0.9998425245285034,9.999936464761066e-41,474,431,373,338,0.9981868267059326
823,16.0,prbs31,Macallan_BP,3,3,1,126,135,126,129,145,146,127,129,84,4,15,7,0,4,-11,-2,3,2,0,-1,-1,-1,-1,-1,-1,-1,0,3.5398865497549925e-26,99,83,61,48,0.9999811053276062,9.999936464761066e-41,487,448,394,362,0.9999165534973145
824,16.0,prbs31,Macallan_BP,3,3,1,126,135,127,128,145,147,127,129,85,4,15,7,0,4,-10,1,3,-1,0,-1,-1,-1,-1,-1,-1,-1,0,4.9982327765638704e-26,99,83,61,48,0.9995042085647583,9.999936464761066e-41,476,434,377,343,0.9999498128890991
825,16.0,prbs31,Macallan_BP,3,3,1,125,135,128,129,146,148,127,129,85,3,15,7,1,3,-11,0,2,-2,-1,0,-1,-1,-1,-1,-1,-1,0,2.477126779175268e-27,102,87,65,53,0.9999997019767761,9.999936464761066e-41,474,436,383,352,0.9999997019767761
826,16.0,prbs31,Macallan_BP,3,3,1,126,135,127,129,145,147,127,129,84,4,15,7,0,3,-11,-3,3,1,0,0,0,-1,-1,0,-1,-1,0,2.0807329968039368e-23,92,75,51,36,0.9994618892669678,9.999936464761066e-41,491,452,399,367,0.9999594688415527
827,16.0,prbs31,Macallan_BP,3,3,1,127,137,125,127,143,145,127,129,82,5,15,7,0,5,-7,-1,3,3,0,0,0,-1,-1,-1,-1,-1,0,1.4178344174641987e-23,91,74,50,36,0.9974502921104431,9.737773227498186e-39,457,411,348,310,0.9997565746307373
828,16.0,prbs31,Macallan_BP,3,3,1,126,135,127,128,144,146,127,129,82,4,15,7,0,4,-11,-3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1.3849764018411126e-26,98,83,62,49,0.9998205900192261,9.999936464761066e-41,481,440,385,352,0.9993425011634827
829,16.0,prbs31,Macallan_BP,3,3,2,128,137,126,127,143,145,127,130,84,5,15,7,0,6,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,2.160091325072968e-22,86,68,44,30,0.999988853931427,1.521516866757221e-39,458,413,351,313,0.9999868869781494
830,16.0,prbs31,Macallan_BP,3,3,2,128,138,124,126,142,143,127,129,82,6,15,7,0,6,-4,0,5,4,0,0,0,-1,-1,-1,-1,-1,0,4.403899989996848e-21,80,62,37,23,0.9985450506210327,1.423840813899393e-36,449,401,335,295,0.9999755620956421
831,16.0,prbs31,Macallan_BP,3,3,2,127,136,126,127,143,145,127,129,82,5,15,7,0,5,-7,-1,4,3,0,0,0,0,-1,-1,-1,-1,0,1.4106927477966307e-22,86,69,45,31,0.9999948740005493,9.999936464761066e-41,474,431,372,337,0.9999410510063171
832,16.0,prbs31,Macallan_BP,3,3,2,126,135,127,129,144,146,127,129,84,4,15,7,0,4,-11,-2,2,2,0,0,0,-1,-1,0,-1,-1,0,1.137959660624163e-25,95,79,58,45,0.9997476935386658,9.999936464761066e-41,479,437,381,347,0.9996131062507629
833,16.0,prbs31,Macallan_BP,3,3,2,125,134,128,130,146,148,127,129,85,3,15,7,1,2,-10,0,2,-2,0,0,0,0,-1,0,-1,0,0,5.426521374850354e-26,97,82,60,47,0.9993640780448914,9.999936464761066e-41,477,440,390,359,0.9992287755012512
834,16.0,prbs31,Macallan_BP,3,3,2,127,136,126,128,143,145,127,129,84,5,15,7,0,5,-7,-1,4,2,0,0,0,-1,-1,-1,-1,-1,0,9.432296635792595e-22,84,66,42,27,0.9992339611053467,9.999936464761066e-41,492,452,398,365,0.9999834895133972
835,16.0,prbs31,Macallan_BP,3,3,2,128,137,124,126,142,143,127,129,82,6,15,7,0,6,-4,0,5,3,0,0,0,-1,-1,-1,-1,-1,0,1.9152767912368006e-22,83,67,43,30,0.9997116923332214,8.527386804049192e-36,447,397,330,290,0.9997153878211975
836,16.0,prbs31,Macallan_BP,3,3,2,126,135,127,129,144,147,127,129,84,4,15,7,0,4,-11,-2,2,1,0,0,0,-1,-1,-1,-1,-1,0,1.8418906755971828e-25,95,79,57,44,0.9997127056121826,9.999936464761066e-41,493,454,401,369,0.9999893307685852
837,16.0,prbs31,Macallan_BP,3,3,2,128,138,124,126,142,143,127,129,82,6,15,7,0,6,-4,1,4,3,0,0,0,-1,-1,-1,-1,-1,0,1.3178257772953744e-20,79,60,35,20,0.996971607208252,2.715764224879519e-38,460,413,349,310,0.9999948740005493
838,16.0,prbs31,Macallan_BP,3,3,3,125,134,128,130,145,147,127,129,78,3,15,7,1,3,-10,0,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,3.5342111410901095e-24,89,73,51,38,0.9996156096458435,9.999936464761066e-41,473,433,379,346,0.9999465942382812
839,16.0,prbs31,Macallan_BP,3,3,3,125,134,128,129,145,146,127,129,80,3,15,7,1,3,-11,-6,2,4,-1,-1,-1,0,-1,0,-1,0,0,6.749348470265861e-26,91,76,56,44,0.9999527335166931,6.761458138969234e-38,430,385,325,288,0.9994767308235168
840,16.0,prbs31,Macallan_BP,3,3,3,126,135,127,129,144,146,127,129,78,4,15,7,0,3,-10,1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,0,5.373961917593148e-24,89,73,51,37,0.9996755719184875,9.999936464761066e-41,474,433,377,343,0.9999896883964539
841,16.0,prbs31,Macallan_BP,3,3,3,125,135,127,129,144,146,127,129,80,4,15,7,0,4,-10,-6,2,5,-1,0,0,-1,-1,-1,-1,-1,0,5.5723727187507275e-24,87,71,50,36,0.99980229139328,9.999936464761066e-41,464,423,366,332,0.99957674741745
842,16.0,prbs31,Macallan_BP,3,3,3,126,136,126,127,142,144,127,129,80,5,15,7,0,5,-7,-5,4,6,0,0,0,-1,-1,0,-1,-1,0,4.611051164533106e-22,81,64,41,27,0.9998651146888733,6.27706146236975e-37,427,382,320,282,0.9999818801879883
843,16.0,prbs31,Macallan_BP,3,3,3,126,135,127,129,144,146,127,129,78,4,15,7,0,4,-10,1,2,-1,0,-1,-1,-1,-1,0,-1,-1,0,1.8243070442755513e-24,89,74,52,39,0.9993616938591003,7.751437199422228e-39,445,400,338,301,0.9995210766792297
844,16.0,prbs31,Macallan_BP,3,3,3,126,135,127,130,144,146,127,129,82,4,15,7,0,4,-11,-3,3,2,-1,0,-1,-1,-1,-1,-1,-1,0,1.6112626207122645e-24,89,73,52,39,0.9999399185180664,9.999936464761066e-41,461,418,360,325,0.9994064569473267
845,16.0,prbs31,Macallan_BP,3,3,3,126,135,127,129,144,146,127,129,78,4,15,7,0,4,-10,1,2,-2,0,-1,-1,-1,-1,-1,-1,-1,0,5.5144987618584735e-25,90,75,54,41,0.9999616146087646,9.999936464761066e-41,463,421,364,330,0.9998969435691833
846,16.0,prbs31,Macallan_BP,3,3,3,128,137,125,126,141,143,127,129,78,6,15,7,0,6,-4,4,4,-1,0,0,-1,-1,-1,0,-1,-1,0,1.782615854040633e-20,76,58,34,19,0.9985651969909668,7.244306354523771e-37,439,392,328,290,0.9999686479568481
847,16.0,prbs31,Macallan_BP,3,3,4,125,134,128,130,145,147,127,129,84,3,15,7,1,3,-10,-2,2,1,0,0,0,-1,0,0,-1,0,0,5.418549174619845e-25,90,74,53,40,0.9999093413352966,9.999936464761066e-41,483,443,389,356,0.9997657537460327
